"#","MLS #","","Address","City","Subdivision NAME","Beds Total","Bths (F/H)","Num Stories","Garage Carport","Apx Year Built","Apx Acreage","Sq Ft Total","Price/SqFt","Current Price","DOM","CDOM","Virtual Tour Branded"
"1","547863","S","5302 Lancaster Drive","Belton","Three Creeks Ph II","4","2/0","One","Attached Garage","2018","0.197","1,850","$1.21","$2,230","20","20",""
"1","547775","S","1237 Adam Lane","Belton","West Canyon Trls Ph I","3","2/1","Two","Attached Garage, Door-Single","2021","0.252","1,918","$1.17","$2,250","40","40",""
"1","547561","S","4313 Abergavenny Drive","Belton","Three Creeks Ph I","5","3/0","Two","Attached Garage, Entry-Front Garage","2020","0.228","3,110","$0.82","$2,550","7","7",""
"1","546931","S","609 Richardson Circle","Belton","Richardson Add","3","2/0","One","","2002","0.192","1,126","$1.55","$1,750","38","38",""
"1","546669","S","4009 Aransas Drive","Belton","Three Crks Ph V","4","3/0","Two","","2019","0.142","2,482","$0.93","$2,300","60","60",""
"1","545524","S","2542B Leroy Lane","Belton","South Wall Estates","3","2/0","Two","Attached Garage","2024","0.169","1,480","$1.15","$1,695","55","55",""
"1","545368","S","308 Cypress Springs Drive","Belton","The Campus At Lakewood Ranch P","3","2/0","One","Attached Garage","2009","0.540","1,861","$1.34","$2,500","17","17",""
"1","545017","S","37 Buckskin Loop","Belton","Morgans Point Resort City Sec","3","2/0","One","Attached Garage","2018","0.306","1,554","$1.29","$2,000","21","21",""
"1","544925","S","2616 Settlers Oak Drive","Belton","Hubbard Branch Add Ph","4","2/0","One","Attached Garage","2022","0.166","2,168","$0.90","$1,950","142","142",""
"1","544914","S","5318 Lancaster Drive","Belton","Three Creeks Ph II","3","2/0","One","Attached Garage","2019","0.165","1,889","$1.16","$2,200","28","28",""
"1","544530","S","706 Forest Drive","Belton","River Forest Add 1st Ext","3","2/0","One","Attached Garage","1964","0.326","1,616","$1.02","$1,650","41","41",""
"1","544528","S","12525 Fm 2305","Belton","","2","1/0","One","RV/Boat Parking, Unpaved Drive","1961","1.150","1,062","$1.60","$1,700","29","29",""
"1","544403","S","5803 Saint Charles Drive","Belton","Three Creeks","5","2/1","Two","Attached Garage","2022","0.190","2,434","$1.15","$2,800","33","33",""
"1","543935","S","1008 Muelhause Street","Belton","Wright Add","3","2/0","One","Attached Garage","2006","0.120","1,228","$1.02","$1,250","6","6",""
"1","543563","S","1015 Franklin Circle","Belton","Liberty Valley Ph III","3","2/0","One","Entry-Front Garage","2017","0.178","1,756","$1.05","$1,850","21","21",""
"1","542274","S","549 Wills Point Way","Belton","Campus At Lakewood Ranch","4","2/1","One","","2018","0.541","2,582","$1.03","$2,650","16","16",""
"1","541572","S","5331 Dauphin Drive","Belton","Three Creeks Ph I","3","2/0","One","","2015","0.138","1,470","$1.34","$1,975","133","133",""
"1","541483","S","133 W 13th Avenue Unit#B","Belton","J W Embree","1","1/0","One","","1945","0.467","832","$1.56","$1,300","12","12",""
"1","541474","S","133 W 13th Avenue Unit#A","Belton","J W Embree","2","2/0","One","None-Garage, None-Carport","1945","0.467","1,000","$1.50","$1,500","12","12",""
"1","541185","S","2545 Leroy Ln. Lane Unit#B","Belton","South Wall Estates","3","2/0","One","","2021","0.194","1,400","$1.14","$1,600","42","42",""
"1","540918","S","2351B S Wall Street","Belton","South Wall Estates","3","2/0","One","Attached Garage","2024","0.274","1,408","$1.17","$1,650","1","1",""
"1","540329","S","1004 Muelhause Street","Belton","Wright Add","3","2/0","One","","2006","0.120","1,236","$1.38","$1,700","12","12",""
"1","540085","S","1904 Royal Loop","Belton","Royal Heights Add","3","2/1","Two","","2022","0.052","1,689","$1.03","$1,745","21","21",""
"1","539190","S","503 E 12th Avenue","Belton","O P Carpenter","3","2/0","One","","1949","0.180","1,492","$1.14","$1,700","36","36",""
"1","538602","S","5578 Perdita Drive","Belton","Three Creeks Ph I","4","3/0","One","","2018","0.138","1,951","$1.09","$2,125","9","9",""
"1","537879","S","29 S Cliffwood Circle","Belton","Morgans Point Resort Sec 8","3","2/0","One","","1979","0.114","1,161","$1.34","$1,550","32","32",""
"1","536955","S","601 W 5th Avenue","Belton","Belton Original","3","2/0","One","","1998","0.185","1,330","$1.35","$1,800","8","8",""
"1","535431","S","258 Belleview Drive","Belton","","3","2/0","One","","2020","0.512","2,102","$1.26","$2,650","3","3",""
"1","535207","S","708 Holstein Drive","Belton","Sendero Estates","4","2/0","One","","2020","0.179","1,708","$1.23","$2,100","101","101",""
"1","533780","S","604 Surghnor Street","Belton","Connell","3","1/0","One","","1976","0.258","1,025","$1.32","$1,350","4","4",""
"1","532361","S","1920 Royal Loop","Belton","Royal Heights Add","4","2/1","Two","","2021","0.052","1,683","$1.13","$1,895","37","37",""
"1","532191","S","415 E 4th Avenue Unit#C","Belton","Alexanders Add","2","0/1","One","None-Garage, None-Carport","2005","0.170","4,840","$0.21","$1,000","26","26",""
"1","532122","S","1415 Loving Trail","Belton","Dawson Ranch Sec I Ph I","3","2/0","One","","2007","0.244","1,656","$1.15","$1,900","55","55",""
"1","530766","S","2901 Amber Forest Trail","Belton","Red Rock Hills Sub Pha","4","2/0","One","","2005","0.199","1,882","$1.12","$2,100","25","25",""
"1","530709","S","904 Damascus Drive","Belton","Sendero Estates","4","2/0","One","","2020","0.230","2,133","$0.98","$2,100","19","19",""
"1","530696","S","3003 Oakwood Drive","Belton","The Oaks Ph II","3","2/0","One","","1993","0.272","1,870","$0.96","$1,800","58","58",""
"1","529428","S","3029 Mystic Mountain Lane","Belton","Highland Estates Ph II","4","3/0","One","","2017","0.253","2,251","$1.16","$2,600","18","18",""
"1","528994","S","2351A S Wall Street","Belton","South Wall Estates","3","2/0","One","","2023","0.274","1,408","$1.17","$1,650","123","123",""
"1","528261","S","1035 Hamilton Lane","Belton","Liberty Valley Ph III","4","2/0","One","","2016","0.172","1,887","$0.98","$1,850","36","36",""
"1","527228","S","245 Chering Drive","Belton","Northcliffe Ph X","4","2/0","One","","2013","0.171","2,061","$0.99","$2,050","21","21",""
"1","526877","S","5755 Redfish Court","Belton","Three Creeks, PHASE V","3","2/0","One","Attached Garage, Garage Door Opener(s)","2022","0.000","1,914","$1.10","$2,100","29","29",""
"1","526477","S","1500 Lake Road Unit#14","Belton","Dunns Canyon Twnhs Sectio","3","2/0","One","","1993","0.061","1,924","$1.14","$2,200","92","92",""
"1","526443","S","702 N Penelope Street","Belton","Belton Original","5","3/0","Two","None-Garage","1913","0.510","3,384","$0.83","$2,800","21","21",""
"1","526284","S","7 E Pima Lane","Other","Morgans Point Resort Sec 5","3","2/0","One","","2004","0.257","1,871","$1.07","$1,995","33","33",""
"1","525760","S","5201 Cicero Drive","Belton","Three Creeks Ph I","3","2/0","One","Attached Garage, Entry-Front Garage, Garage Door Opener(s)","2017","0.189","1,906","$1.10","$2,100","64","64","https://axiom-digital-promotions.aryeo.com/sites/5201-cicero-dr-belton-tx-76513-6717340/branded"
"1","525488","S","2574 Belle Hubbard Trail","Belton","Hubbard Branch Add Ph","4","2/0","One","","2021","0.174","1,661","$1.20","$2,000","15","15",""
"1","524267","S","1128 E Amity Road","Belton","Jan Add Rep","4","3/1","One","","2005","3.228","2,993","$1.00","$2,995","33","33",""
"1","524137","S","31 Cottonwood Loop","Belton","","3","2/0","One","Attached Garage","2003","0.148","1,374","$1.35","$1,850","27","27",""
"1","523617","S","6215 Lavaca Drive","Belton","","5","3/0","Two","","2020","0.138","3,140","$0.94","$2,950","170","170",""
"1","523588","S","5205 Cicero Drive","Belton","Three Creeks Ph I","3","2/0","One","Attached Garage, Entry-Front Garage","2017","0.138","1,310","$1.37","$1,795","26","26",""
"1","522831","S","437 Bella Rose","Belton","Bella Rose Sub Rep","3","2/0","One","","2017","0.159","2,018","$0.94","$1,895","86","86",""
"1","522821","S","69 Buckskin Loop Loop","Morgans Point Resort","","3","2/0","One","","2016","26.000","1,420","$1.13","$1,600","29","29",""
"1","521831","S","133 W 13th Avenue Unit#B","Belton","J W Embree","1","1/0","One","","1945","0.467","832","$1.44","$1,200","54","54",""
"1","521783","S","133 W 13th Avenue Unit#A","Belton","J W Embree","2","2/0","One","None-Garage, None-Carport","1945","0.467","1,000","$1.50","$1,500","41","41",""
"1","521721","S","5707 Red Fish Court","Belton","Three Crks Ph Vii","4","3/0","One","","2022","0.172","1,890","$1.06","$2,000","121","121",""
"1","520847","S","339 Arnold Drive Unit#B","Belton","South Wall Estates","2","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2023","0.174","1,030","$1.45","$1,495","41","41",""
"1","520845","S","339 Arnold Drive Unit#A","Belton","South Wall Estates","2","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2023","0.174","1,030","$1.45","$1,495","36","36",""
"1","520019","S","5562 Perdita Drive","Belton","Three Creeks Ph I","4","2/0","One","Attached Garage, Door-Single","2019","0.138","1,561","$1.11","$1,725","7","7",""
"1","519862","S","510 Northcliffe Drive","Belton","Northcliffe Ph I First Repl","4","2/0","One","","1992","0.337","1,853","$1.03","$1,900","23","23",""
"1","519714","S","7272 Piping Rock Road","Belton","Woodlake Sec One Rep","3","2/1","Two","","1999","0.222","1,826","$0.99","$1,800","139","139",""
"1","519643","S","112 Calvary","Belton","Shiloh Terrace Ph 3","4","2/0","One","","2015","0.510","1,860","$0.97","$1,800","0","0",""
"1","519539","S","2608 Settlers Oak Drive","Belton","Hubbard Branch Add Ph","3","2/0","One","","2021","0.166","1,831","$1.06","$1,950","24","24",""
"1","519113","S","5114 Dauphin Drive","Belton","Three Creeks Ph I","3","2/1","Two","","2016","0.138","2,060","$0.97","$2,000","55","55",""
"1","518981","S","2506 Liberty Park Court","Belton","Liberty Park","4","2/0","One","Entry-Front Garage","2018","0.360","1,726","$1.07","$1,850","7","7",""
"1","518886","S","42 Buttercup Loop","Belton","Morgans Point Resort Sec 2","3","2/0","One","","2004","0.161","1,248","$1.32","$1,650","16","16",""
"1","518358","S","5706 Imogen Drive","Belton","Three Creeks Ph I","5","2/1","Two","","2016","0.194","2,541","$0.96","$2,450","21","21",""
"1","516640","S","332 Arnold Unit#B","Belton","","2","2/0","One","","2022","0.190","1,050","$1.43","$1,500","112","112",""
"1","516605","S","620 Holstein Drive","Belton","Sendero Estates","4","2/0","One","","2018","0.179","1,983","$1.06","$2,095","14","14",""
"1","516369","S","606 Northcliffe Drive","Belton","Northcliffe Ph I First Repl","4","3/0","One","Attached Garage","1987","0.306","2,713","$0.85","$2,300","10","10",""
"1","514625","S","2541 Leroy Lane Unit#B","Belton","South Wall Estates","3","2/0","One","","2021","0.263","1,406","$1.21","$1,695","157","157",""
"1","514596","S","332 #A Arnold","Belton","","2","2/0","One","","2022","0.190","1,050","$1.43","$1,500","314","314",""
"1","514511","S","4038 Aransas Drive","Belton","Three Crks Ph V","4","2/0","One","","2020","0.151","2,102","$0.93","$1,950","185","185",""
"1","513809","S","507 Neil Street","Belton","Bellview Add","3","1/0","One","","1952","0.172","1,181","$1.14","$1,350","12","12",""
"1","513397","S","5754 Redfish Court","Belton","Three Creeks, Phase V","4","3/0","One","Attached Garage, Garage Door Opener(s)","2022","0.000","1,914","$1.15","$2,200","35","35",""
"1","513337","S","2108 Independence Court","Belton","Liberty Valley Ph I","4","2/0","One","Attached Garage, Entry-Front Garage","2008","0.191","1,880","$0.96","$1,800","109","109",""
"1","513269","S","5524 Denmans Mountain Road","Belton","Denman Twin Mountains","3","2/0","Two","","1995","0.344","2,178","$1.15","$2,500","134","134",""
"1","512435","S","2541 Leroy Lane Unit#A","Belton","South Wall Estates","3","2/0","One","Attached Garage","2021","0.263","1,406","$1.21","$1,695","148","148",""
"1","512432","S","2607 Leroy Lane Unit#B","Belton","South Wall Estates","3","2/0","One","","2020","0.194","1,229","$1.38","$1,695","147","147",""
"1","511813","S","704 Liberty Valley Drive","Belton","Liberty Park","4","2/0","One","Attached Garage","2019","0.181","1,676","$1.09","$1,825","46","46",""
"1","511517","S","5333 Fenton Lane","Belton","Three Creeks Ph II","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2018","0.138","1,686","$1.12","$1,895","64","64",""
"1","511425","S","5111 Dauphin Drive","Belton","Three Creeks Ph I","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2017","0.262","1,528","$1.21","$1,850","3","3",""
"1","510952","S","3312 Braford Drive","Belton","Sendero Estates","3","2/0","One","Attached Garage, Entry-Front Garage, Garage Door Opener(s)","2020","0.181","1,636","$1.19","$1,950","28","28",""
"1","510352","S","5334 Lancaster Drive","Belton","Three Creeks Ph II","4","3/0","One","","2018","0.165","2,085","$1.08","$2,250","29","29",""
"1","508528","S","4051 Aransas Drive","Belton","Three Crks Ph V","4","2/0","One","Attached Garage, Garage Door Opener(s)","2020","0.142","1,695","$1.18","$2,000","18","18",""
"1","508158","S","1858 Royal Loop","Belton","Royal Heights Add","3","2/0","Two","","2022","0.051","1,698","$1.27","$2,150","16","16",""
"1","507433","S","1417 Loving Trail","Belton","Dawson Ranch Sec I Ph I","4","2/0","One","","2007","0.244","2,062","$1.14","$2,350","21","21",""
"1","506612","S","2892 W Beulah Boulevard","Belton","Beulah Bluff Estates Ph One","3","2/1","One","","2021","0.551","2,431","$1.17","$2,850","44","44","https://my.homediary.com/441621"
"1","506546","S","2574 Belle Hubbard","Belton","","4","2/0","One","","2021","0.190","1,661","$1.14","$1,900","7","7",""
"1","506080","S","5346 Cicero Drive","Belton","Three Creeks Ph I","4","2/0","One","","2016","0.138","1,965","$1.12","$2,195","49","49",""
"1","505824","S","5737 Redfish Court","Belton","Three Creeks","3","2/0","One","","2022","0.150","1,891","$1.06","$2,000","118","118",""
"1","505597","S","3104 Ingram Circle","Belton","","4","2/0","One","","2023","0.267","2,149","$1.16","$2,495","23","23",""
"1","505418","S","4702 Guildford Drive","Belton","Three Creeks Ph I","3","2/1","One","","2017","0.251","2,596","$0.92","$2,400","9","9",""
"1","505100","S","4140 Aransas Drive","Belton","","3","2/0","One","Attached Garage","2023","0.147","1,520","$1.23","$1,875","10","10",""
"1","504505","S","1216 Long Creek Lane","Belton","West Canyon Trls Ph 3","4","2/1","Two","","2023","0.138","2,502","$0.96","$2,395","14","14",""
"1","503692","S","344 Arnold Drive Unit#B","Belton","South Wall Estates","2","2/0","One","","2022","0.174","1,050","$1.61","$1,695","55","55",""
"1","503688","S","340 Arnold Drive Unit#A","Belton","South Wall Estates","2","2/0","One","","2022","0.174","1,050","$1.61","$1,695","8","8",""
"1","503436","S","2303 High View Drive","Belton","River Place Estates Ph Six","4","3/0","One","","2010","0.523","3,847","$0.87","$3,350","11","11",""
"1","502150","S","4075 Aransas Drive","Belton","Three Crks Ph V","4","3/1","Two","","2020","0.199","2,629","$0.91","$2,400","57","57",""
"1","501414","S","809 W Avenue D Unit#A","Belton","Lwg Assoc Add","3","2/0","One","","1984","0.140","2,104","$0.59","$1,250","51","51",""
"1","501371","S","18 Verbena Street","Belton","Morgans Point Resort Sec 1","3","2/0","One","","2001","0.165","1,403","$1.16","$1,625","61","61",""
"1","500380","S","5331 Dauphin Drive","Belton","Three Creeks Ph I","3","2/0","One","","2015","0.138","1,470","$1.39","$2,050","72","72",""
"1","499079","S","6624 Ivy Ridge Circle","Belton","R & C Add","2","2/0","One","RV Parking Available, None-Garage","2020","0.387","1,350","$1.30","$1,750","75","75",""
"1","498402","S","135 E 13th Avenue","Belton","C B Smith Add","3","2/0","One","","1924","0.204","1,800","$1.00","$1,800","34","34",""
"1","498331","S","5073 Dickinson Loop","Belton","Three Creeks","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2021","0.130","1,695","$1.15","$1,950","15","15",""
"1","497046","S","2603 Leroy Lane Unit#A","Belton","South Wall Estates","3","2/0","One","Entry-Rear Garage","2021","0.194","1,406","$1.35","$1,895","119","119",""
"1","496936","S","2615 Leroy Lane","Belton","South Wall Estates","3","2/0","One","","2022","0.285","1,408","$1.42","$1,995","49","49",""
"1","496803","S","3109 Pitchfork Circle","Belton","Dawson Ranch Sec I Ph I","4","2/0","One","","2006","0.214","1,697","$1.18","$2,000","60","60",""
"1","496718","S","1015 Franklin Circle","Belton","Liberty Valley Ph III","3","2/0","One","","2017","0.178","1,756","$1.05","$1,850","81","81",""
"1","495985","S","310 S Davis Street Unit#B","Belton","Belton Original","2","2/0","One","","2013","0.214","4,106","$0.32","$1,300","96","96",""
"1","495124","S","2115 S Jefferson Court","Belton","Liberty Valley Ph II","4","2/0","One","Attached Garage","2013","0.225","1,686","$1.02","$1,725","23","23",""
"1","494438","S","2550 Belle Hubbard Trail","Belton","Hubbard Branch Add Ph","3","2/0","One","","2021","0.174","1,596","$1.19","$1,895","37","37",""
"1","494393","S","904 Damascus Drive","Belton","","4","2/1","One","","2020","0.240","2,133","$0.98","$2,100","8","8",""
"1","494140","S","3225 Tortuga Court","Belton","Dawson Ridge Add","3","2/0","One","","2022","0.215","1,886","$1.19","$2,250","114","114",""
"1","493004","S","1862 Royal Loop","Belton","Royal Heights Add","4","2/1","Two","","2021","0.088","1,683","$1.06","$1,790","149","149",""
"1","492995","S","1858 Royal Loop","Belton","Royal Heights Add","3","2/1","Two","","2022","0.051","1,698","$1.22","$2,070","7","7",""
"1","492991","S","1854 Royal Loop","Belton","Royal Heights Add","4","2/1","Two","","2022","0.080","1,683","$1.06","$1,790","141","141",""
"1","492683","S","5550 Perdita Drive","Belton","Three Creeks","3","2/0","One","Attached Garage, Garage Door Opener(s)","2019","0.000","1,508","$1.14","$1,725","20","20",""
"1","491176","S","601 W 5th Avenue","Belton","Belton Original","3","2/0","One","Attached Garage, Detached Carport","1998","0.185","1,330","$1.26","$1,675","98","98",""
"1","490874","S","3317 Charbray Drive","Belton","Sendero Estates","4","2/0","One","","2022","0.173","1,973","$0.96","$1,900","54","54",""
"1","490836","S","1956 Royal Loop","Belton","Royal Heights Add","3","2/1","Two","Attached Garage","2020","0.052","1,511","$1.22","$1,850","35","35",""
"1","490160","S","717 Holstein Drive","Belton","Sendero Estates","4","2/0","One","","2022","0.177","1,886","$1.22","$2,295","39","39",""
"1","489928","S","809 W Avenue D","Belton","Lwg Assoc Add","3","2/0","One","","1984","0.140","2,104","$0.62","$1,300","79","79",""
"1","489193","S","216 Richland Drive","Belton","The Campus At Lakewood Ranch P","4","2/0","One","","2005","0.517","2,181","$1.03","$2,250","246","246",""
"1","489010","S","140 E 15 Street","Belton","","2","1/0","One","","1927","0.520","972","$2.05","$1,995","0","0",""
"1","488759","S","1206 Lonesome Oak Drive","Belton","Village of Sage Meadows PH lV","3","2/0","One","","2013","0.126","1,715","$1.11","$1,900","57","57",""
"1","488736","S","5522 Kent Drive","Belton","Three Creeks Ph I","3","2/1","One","Attached Garage, Door-Single, Entry-Front Garage","2016","0.193","2,098","$1.00","$2,090","6","10",""
"1","488239","S","2615 Leroy Lane","Belton","South Wall Estates","3","2/0","One","","2022","0.285","1,408","$1.42","$2,000","87","87",""
"1","488096","S","5201 Cicero Drive","Belton","Three Creeks Ph I","3","2/0","One","Attached Garage, Entry-Front Garage, Garage Door Opener(s)","2017","0.189","1,906","$1.10","$2,100","6","6",""
"1","486887","S","506 Centex Sportsman Club Road","Belton","","4","3/0","Two","Detached Garage","2003","0.997","2,145","$1.28","$2,750","23","23",""
"1","486872","S","1719 Fossil Trail","Belton","Hubbard Branch Add Ph","4","2/0","One","Attached Garage, Entry-Front Garage","2022","0.244","1,787","$1.12","$2,000","11","11",""
"1","486651","S","344 Arnold Unit#B","Belton","South Wall Estates","2","2/0","One","","2022","0.174","2,100","$0.81","$1,700","12","12",""
"1","486358","S","214 N Pearl Street","Belton","Belton Original","2","1/0","One","","1975","0.258","896","$2.79","$2,500","29","29",""
"1","484478","S","1916 Royal Loop","Belton","Royal Heights Add","3","2/1","One","","2021","0.052","1,698","$1.22","$2,070","22","22",""
"1","484470","S","1920 Royal Loop","Belton","Royal Heights Add","4","2/1","Two","","2021","0.052","1,683","$1.13","$1,895","119","119",""
"1","484465","S","1924 Royal Loop","Belton","Royal Heights Add","3","2/1","Two","","2021","0.052","1,508","$1.12","$1,695","80","80",""
"1","484364","S","1866 Royal Loop","Belton","Royal Heights Add","4","2/1","Two","","2021","0.096","1,683","$1.13","$1,895","79","79",""
"1","483869","S","365 Green Park Drive","Belton","Northcliffe Ph Viii","4","3/1","Two","","2006","0.517","3,365","$1.04","$3,500","36","36",""
"1","483772","S","125 E 13th Avenue","Belton","Belton Original","2","1/0","One","","1946","0.176","1,026","$1.22","$1,250","30","30",""
"1","483397","S","2577 Belle Hubbard Trail","Belton","Hubbard Branch Add Ph","4","2/0","One","","2021","0.171","1,858","$1.08","$2,000","57","57",""
"1","482982","S","504 Marshall Drive","Belton","Saddle Creek Add Ph On","3","2/0","One","","2006","0.207","1,665","$1.08","$1,800","8","8",""
"1","482958","S","232 West 7th","Belton","","3","1/0","One","","1920","0.198","1,170","$1.11","$1,300","30","30",""
"1","482580","S","116 W Avenue A","Killeen","Temple Original","1","1/0","One","","1956","0.138","900","$0.64","$575","35","35",""
"1","482524","S","3109 Pitchfork Circle","Belton","Dawson Ranch Sec I Ph I","4","2/0","One","","2006","0.214","1,697","$1.18","$2,000","8","8",""
"1","482203","S","5550 Perdita Drive","Belton","Three Creeks","3","2/0","One","Attached Garage, Garage Door Opener(s)","2019","0.000","1,508","$1.14","$1,725","31","31",""
"1","481265","S","510 Northcliffe Drive","Belton","Northcliffe Ph I First Repl","4","2/0","One","","1992","0.343","1,853","$0.92","$1,700","6","6",""
"1","480931","S","5754 Redfish Court","Belton","Three Creeks, PHASE V","4","3/0","One","Attached Garage, Entry-Front Garage","2022","0.300","1,914","$1.15","$2,200","14","14",""
"1","480424","S","336 Arnold Drive Unit#A","Belton","South Wall Estates","2","2/0","One","Attached Garage","2022","0.172","1,045","$1.33","$1,395","52","52",""
"1","480369","S","3662 Jenny Slipper Drive","Belton","Belton Lake Estates","3","2/0","One","Attached Garage","2001","0.275","1,428","$1.40","$2,000","148","148",""
"1","480139","S","2541 Leroy Lane Unit#B","Belton","","3","2/0","One","","2022","0.260","1,406","$1.35","$1,895","0","0",""
"1","480135","S","340 Arnold Drive Unit#B","Belton","","2","2/0","One","","2022","0.190","2,100","$0.81","$1,695","52","52",""
"1","480127","S","340 Arnold Drive Unit#A","Belton","","2","2/0","One","","2022","0.190","2,100","$0.81","$1,695","52","52",""
"1","479867","S","115 Squire Loop","Belton","Country Squire Estates","3","2/0","One","","2007","0.311","1,758","$1.11","$1,950","16","16",""
"1","479685","S","310 S Davis Street Unit#A","Belton","Belton Original","3","2/0","One","","2013","0.230","4,106","$0.32","$1,300","6","6",""
"1","479212","S","245 Chering Drive","Belton","Northcliffe Ph X","4","2/0","One","","2013","0.171","2,061","$0.97","$1,995","42","42",""
"1","477076","S","2541 Leroy Lane Unit#A","Belton","","3","2/0","One","","2021","0.260","1,406","$1.35","$1,895","10","10",""
"1","477028","S","1111 Long Creek Lane","Belton","West Canyon Trls Ph II","4","2/1","Two","","2022","0.138","2,755","$0.96","$2,650","8","8",""
"1","476174","S","33 S Sherwood Drive","Morgans Point Resort","Morgans Point Resort Sec 8","3","2/0","One","Attached Garage, Detached Carport","1979","0.114","1,248","$1.80","$2,250","7","7",""
"1","475970","S","3220 Victoria Meadow Drive","Belton","Sendero Estates","4","3/0","One","","2020","0.173","2,347","$1.00","$2,350","1","1",""
"1","474763","S","2002 N Madison Court","Belton","Liberty Valley Ph I","4","2/1","Two","Attached Garage, Door-Single, Entry-Front Garage","2010","0.190","2,304","$0.98","$2,250","24","24",""
"1","474241","S","3220 Victoria Meadow Drive","Belton","Sendero Estates","4","3/0","One","","2020","0.173","2,347","$1.00","$2,350","3","3",""
"1","473705","S","310 S Davis Street Unit#C","Belton","Belton Original","3","2/0","One","","2013","0.230","4,106","$0.32","$1,300","14","14",""
"1","473138","S","332 Arnold Drive","Belton","","2","2/0","One","","2022","0.190","2,100","$0.75","$1,575","113","113",""
"1","473133","S","2545 Leroy","Belton","","3","2/0","One","","2022","0.170","2,770","$0.65","$1,795","118","118",""
"1","472876","S","424 Comal Cove","Belton","River Place Estates Ph Ix S","3","2/0","One","","2018","0.199","2,182","$0.91","$1,975","8","8",""
"1","472416","S","5346 Cicero Drive","Belton","Three Creeks Ph I","4","2/0","One","","2016","0.138","1,965","$1.12","$2,195","7","7",""
"1","472186","S","2616 Settlers Oak Drive","Belton","Hubbard Branch","4","2/0","One","","2022","0.250","2,168","$1.01","$2,200","6","6",""
"1","471909","S","5897 Galveston Road","Belton","Three Crks Ph IV","4","2/0","One","Attached Garage","2020","0.138","1,805","$1.16","$2,100","34","34",""
"1","471521","S","3954 Aransas Drive","Belton","Three Crks Ph V","3","2/0","One","","2020","0.144","1,594","$1.25","$2,000","9","9",""
"1","471027","S","2574 Belle Hubbard","Belton","","4","2/0","One","","2021","0.000","1,661","$1.11","$1,850","35","35",""
"1","471019","S","5111 Dauphin Drive","Belton","Three Creeks Ph I","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2017","0.262","1,528","$1.17","$1,795","24","24",""
"1","470369","S","5737 Redfish Court","Belton","","3","2/0","One","","2022","0.150","1,891","$1.16","$2,200","22","22",""
"1","469882","S","5334 Cicero Drive","Belton","Three Creeks Ph I","3","2/0","One","","2017","0.138","1,410","$1.28","$1,800","45","45",""
"1","468870","S","113 Buckskin Loop","Belton","Morgans Point Resort Sec 2","3","2/0","One","","2008","0.140","1,177","$1.40","$1,650","19","19",""
"1","467916","S","3211 Wildcatter Drive","Belton","Dawson Ranch Ph II Sec","4","2/0","One","","2014","0.179","1,905","$1.13","$2,150","7","7",""
"1","467901","S","2101 Independence Court","Belton","Liberty Valley Ph I","4","2/0","One","","2007","0.233","2,378","$1.01","$2,400","20","20",""
"1","466229","S","1004 Muelhause Street","Belton","Wright Add","3","2/0","One","Attached Garage","2006","0.120","1,236","$1.29","$1,600","27","27",""
"1","464981","S","115 Squire Loop","Belton","Country Squire Estates","3","2/0","One","","2007","0.311","1,758","$1.08","$1,895","11","11",""
"1","464973","S","1417 Loving Trail","Belton","Dawson Ranch Sec I Ph I","4","2/0","One","","2007","0.244","2,062","$1.14","$2,350","11","11",""
"1","463573","S","1932 Royal Loop","Belton","","4","2/1","Two","Attached Garage","2021","0.052","1,683","$1.13","$1,895","226","226",""
"1","462626","S","1418 Loving Trail","Belton","Dawson Ranch Sec I Ph I","3","2/0","One","Attached Garage","2007","0.218","1,543","$1.04","$1,600","29","29",""
"1","462436","S","3954 Aransas Drive","Belton","Three Crks Ph V","3","2/0","One","Garage Door Opener(s)","2020","0.144","1,668","$1.14","$1,900","28","28",""
"1","461040","S","1956 Royal Loop","Belton","Royal Heights Add","3","2/1","Two","Attached Carport, Garage Door Opener(s)","2021","0.052","1,512","$1.24","$1,875","66","66",""
"1","459612","S","1414 French Street","Belton","French","3","2/0","One","","2007","0.496","1,287","$1.17","$1,500","79","79",""
"1","457168","S","703 Marshall Drive","Belton","Saddle Creek Add Ph On","4","3/0","One","","2011","0.198","2,034","$1.13","$2,300","64","64",""
