"#","MLS #","","Address","City","Subdivision NAME","Beds Total","Bths (F/H)","Num Stories","Garage Carport","Apx Year Built","Apx Acreage","Sq Ft Total","Price/SqFt","Current Price","DOM","CDOM","Virtual Tour Branded"
"1","544147","S","2416 Alterman Drive Unit#B","Temple","Pecan Crk South Ph 2","3","2/0","One","","2021","0.165","1,335","$1.04","$1,395","67","67",""
"1","543806","S","3000 W Avenue S","Temple","Woodlawn Park","3","2/0","One","Attached Carport","1959","0.317","2,438","$0.80","$1,950","81","81",""
"1","542328","S","3911 Keller Road Unit#B","Temple","Atascosa Estates","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage, Garage Door Opener(s)","2024","0.195","1,369","$1.35","$1,850","31","31",""
"1","542288","S","2701 Scott Boulevard","Temple","Skyline","3","2/0","One","Attached Garage","1963","0.232","1,468","$1.09","$1,600","32","32",""
"1","541910","S","1713 S. 51st","Temple","","3","2/0","One","","1955","0.209","874","$1.58","$1,385","48","48",""
"1","541692","S","1324 Zetsche","Temple","Pecan Creek","3","2/0","One","Attached Garage","2023","0.138","1,501","$1.25","$1,875","11","11",""
"1","541436","S","1310 S 21st Street","Temple","Tal-Coe Place","2","1/0","One","None-Garage, None-Carport","1960","0.155","1,898","$0.53","$1,000","58","58",""
"1","541341","S","519 Olaf Dr Drive Unit#A","Temple","Liberty Hill Ph II","3","2/0","One","","2004","0.193","1,269","$1.14","$1,450","5","5",""
"1","541249","S","1917 S 51st Street","Temple","Porter Hood Resub","3","2/0","One","Attached Carport","1956","0.179","1,476","$1.22","$1,795","101","101",""
"1","540589","S","3806 Buffalo Trail","Temple","Western Hills 2nd Ext","4","2/0","One","Attached Garage, Entry-Rear Garage","1966","0.270","1,942","$1.08","$2,100","7","7",""
"1","539371","S","3031 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","","2020","0.134","1,257","$1.39","$1,750","8","8",""
"1","539358","S","1407 S 6th","Temple","","2","1/0","One","","1908","0.150","926","$1.30","$1,200","20","20",""
"1","539157","S","2404 Duntov Drive Unit#A","Temple","","3","2/0","One","Attached Garage","2021","0.165","2,520","$0.55","$1,375","58","58",""
"1","538553","S","1219 S 10th Street","Temple","Lincoln","3","1/0","One","","1908","0.220","1,080","$0.97","$1,050","5","5",""
"1","538382","S","2316 Alterman Drive Unit#A","Temple","PECAN CREEK SOUTH PHASE II","3","2/0","One","Attached Garage","2021","0.165","1,310","$1.14","$1,495","27","27",""
"1","537859","S","2329 Alterman Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","Attached Garage","2021","0.165","2,520","$0.51","$1,295","93","93",""
"1","537730","S","1310 S 19th Street","Temple","Tal-Coe Place","2","1/0","One","","1952","0.117","812","$1.48","$1,200","31","31",""
"1","537680","S","817 S 11th Street Unit#C","Temple","W A Barclay Add","1","1/0","One","","2000","0.141","1,966","$0.39","$759","131","165",""
"1","536989","S","2116 W Avenue D","Temple","Baker","2","1/0","One","","1913","0.331","776","$1.42","$1,100","49","49",""
"1","536228","S","812 Ticonderoga Drive Unit#B","Temple","Northwest Hills 3rd Ext","2","1/1","Two","None-Garage","1984","0.184","1,000","$0.91","$905","11","11",""
"1","536080","S","2328 Duntov Drive Unit#B","Temple","","3","2/0","One","Attached Garage","2021","0.165","2,520","$0.55","$1,375","49","49",""
"1","536000","S","2318 Zanoletti Drive Unit#A","Temple","Pecan Creek South Phase II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.165","1,310","$1.03","$1,350","112","112",""
"1","535450","S","1505 S 33rd Street","Temple","Fairview","2","1/0","One","","1950","0.135","1,000","$1.35","$1,350","16","16",""
"1","535271","S","904 Ticonderoga Drive Unit#D","Temple","Northwest Hills 3rd Ext","2","1/1","Two","","1984","0.190","1,000","$0.91","$905","9","9",""
"1","534664","S","1206 Roanoke Drive","Temple","Heritage Place Ph IV","3","2/0","One","","2015","0.152","1,392","$1.22","$1,695","40","40",""
"1","534466","S","2313 Vicksburg","Temple","Heritage Place Ph V","3","2/0","One","","2018","0.136","1,330","$1.17","$1,550","32","32",""
"1","534244","S","917 Westpoint Drive","Temple","Northwest Hills 2nd Ext","2","2/0","One","","1979","0.198","1,030","$1.17","$1,200","31","31",""
"1","533244","S","817 S 11th Street Unit#B","Temple","W A Barclay Add","2","1/0","One","","2000","0.141","790","$1.26","$995","41","41",""
"1","533192","S","1101 S 21st Street","Temple","","3","1/0","One","","1940","0.190","972","$0.98","$950","6","6",""
"1","532347","S","520 Olaf Drive Unit#B","Temple","Liberty Hill Ph II","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2004","0.193","1,308","$0.94","$1,225","25","25",""
"1","532183","S","816 Ticonderoga Drive Unit#D","Temple","Northwest Hills 3rd Ext","2","1/1","Two","","1984","0.197","1,000","$0.92","$920","28","28",""
"1","532174","S","1902 S 19th Street","Temple","Anderson Hendler Add 1st","3","2/0","One","","1960","0.165","1,446","$0.93","$1,350","24","24",""
"1","532042","S","413 S 27th Street","Temple","Freeman Heights","3","2/0","One","Detached Garage","1934","0.161","1,024","$1.46","$1,500","53","53",""
"1","531918","S","2153 Meridian Loop","Temple","","3","2/0","One","","2023","0.134","1,514","$1.17","$1,775","7","7",""
"1","531402","S","2404 Duntov Drive Unit#B","Temple","Pecan Creek","3","2/0","One","Attached Garage","2021","0.165","2,520","$0.55","$1,395","68","68",""
"1","531320","S","820 S 15th Street Unit#B","Temple","","2","1/0","One","","1917","0.170","892","$1.07","$950","36","36",""
"1","531263","S","1006 S 4th Street","Temple","Bruner","3","2/0","One","","2002","0.143","1,215","$1.31","$1,595","16","16",""
"1","531239","S","1309 S 3rd Street Unit#B","Temple","Robertson","1","1/0","One","","1943","0.141","1,924","$0.54","$1,035","20","20",""
"1","531134","S","1525 Piedmont Street","Temple","","3","2/0","One","","2023","0.171","1,415","$1.20","$1,700","96","96",""
"1","530693","S","2320 Petersburg","Temple","","3","2/0","One","","2021","0.140","1,394","$1.15","$1,600","26","26",""
"1","530459","S","1707 S 43rd Street","Temple","Dubose Add Blks 1-7","2","1/0","One","","1952","0.177","1,065","$1.03","$1,100","10","10",""
"1","530196","S","1321 Zetsche Court","Temple","Pecan Crk South Ph 1","3","2/0","One","","2022","0.148","1,507","$1.06","$1,600","69","69",""
"1","530128","S","504 Brazos Drive","Temple","Western Hills 7th Ext Rep","3","2/0","One","","1985","0.173","1,550","$1.03","$1,595","15","15",""
"1","529950","S","1615 S 15th Street","Temple","South Park","3","1/0","One","","1952","0.172","1,084","$1.20","$1,300","23","23",""
"1","529809","S","3710 Jaguar Trail","Temple","Western Hills 4th Ext","4","3/0","One","","1974","0.313","2,122","$0.94","$2,000","42","42",""
"1","529096","S","917 S 19th Street","Temple","Jones & Moores Add","2","1/0","One","","1946","0.192","1,128","$0.84","$950","112","112",""
"1","528863","S","509 Phoenix Drive","Temple","West Gate Add Second Unit","3","1/1","One","","1975","0.194","1,500","$0.97","$1,450","3","3",""
"1","528576","S","816  #B Ticonderoga Drive","Temple","Northwest Hills 3rd Ext","2","1/1","Two","","1984","0.197","1,000","$0.91","$905","53","53",""
"1","526918","S","919 S 45th Street","Temple","","2","1/0","One","","1925","0.270","1,452","$0.83","$1,200","14","14",""
"1","526117","S","2405 Alterman Drive Unit#A","Temple","","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2021","0.165","2,520","$0.55","$1,395","9","9",""
"1","525704","S","1206 JAMESTOWN Drive","Temple","Heritage Place Ph IV","3","2/0","One","","2017","0.152","1,318","$1.25","$1,650","27","27",""
"1","525572","S","2324 Duntov Drive Unit#B","Temple","","3","2/0","One","Attached Garage","2021","0.165","2,520","$0.58","$1,450","32","32",""
"1","525045","S","1305 S 5th Street","Temple","Robertson","2","1/0","One","","1981","0.134","797","$1.00","$800","158","158",""
"1","524991","S","1006 S 19th Street","Temple","Tal-Coe Place","2","1/0","One","","1955","0.126","966","$1.24","$1,200","1","1",""
"1","524244","S","1922 S 7th Street","Temple","Anderson Hendler Add","3","1/0","One","Attached Garage, Entry-Front Garage","1952","0.161","1,213","$0.90","$1,095","30","30",""
"1","524185","S","2418 Paul Revere Street Unit#A","Temple","Northwest Hills 1st Ext","2","1/1","One","Attached Carport, Entry-Rear Carport","1977","0.207","1,054","$1.04","$1,100","71","71",""
"1","523797","S","1107 S 33rd Street Unit#B","Temple","Temple Heights","2","2/0","One","","2023","0.324","1,009","$1.14","$1,150","178","178",""
"1","523790","S","1107 S 33rd Street Unit#A","Temple","Temple Heights","2","2/0","One","","2023","0.324","1,009","$1.14","$1,150","78","78",""
"1","523535","S","1105 S 33rd Street Unit#B","Temple","Temple Heights","2","2/0","One","","2023","0.324","1,009","$1.11","$1,125","134","134",""
"1","523533","S","1105 S 33rd Street Unit#A","Temple","Temple Heights","2","2/0","One","","2023","0.324","1,009","$0.99","$1,000","65","65",""
"1","523500","S","915 S. 13th","Temple","","2","1/0","One","","1938","0.154","924","$1.08","$1,000","21","21",""
"1","523408","S","1311 S 3rd Street","Temple","Robertson","3","1/1","One","","1947","0.095","1,208","$1.16","$1,400","129","129",""
"1","523195","S","310 North Pea Ridge","Temple","","2","1/0","One","","0","0.190","1,188","$1.26","$1,500","39","39",""
"1","522404","S","1306 S 53rd Street","Temple","Temple Heights","3","2/0","One","Attached Garage","1950","0.276","1,570","$0.92","$1,450","4","124",""
"1","522322","S","1206 S 37th Street","Temple","Temple Heights","3","1/0","One","","1940","0.161","1,448","$0.69","$995","12","12",""
"1","522256","S","812 Ticonderoga Drive Unit#D","Temple","Northwest Hills 3rd Ext","2","1/1","Two","","1984","0.184","1,000","$0.91","$905","43","43",""
"1","521941","S","1714 S 7th Street","Temple","South Park","2","1/0","One","Attached Garage","1950","0.221","1,099","$1.16","$1,275","19","19",""
"1","520692","S","1611 S 39th Street","Temple","Dubose Add Blks 1-7","3","1/0","One","","1954","0.264","1,360","$0.81","$1,100","52","52",""
"1","519669","S","2405 Paul Revere Unit#A","Temple","","2","2/0","One","","1985","0.190","940","$1.17","$1,100","27","27",""
"1","519176","S","2044 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage","2020","0.134","1,257","$1.27","$1,600","46","46",""
"1","519111","S","3043 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.134","1,419","$1.15","$1,625","53","53",""
"1","519084","S","3050 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage","2020","0.131","1,512","$1.05","$1,595","47","47",""
"1","519080","S","3014 Dade Loop","Temple","South Pointe Ph II","4","2/0","One","Attached Garage","2022","0.130","1,623","$1.05","$1,700","70","70",""
"1","519068","S","3066 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage","2020","0.146","1,497","$1.08","$1,620","41","41",""
"1","518871","S","1413 S Martin Luther King Jr Drive","Temple","Zander Add","1","1/0","One","","2018","0.121","1,312","$0.69","$900","16","16",""
"1","518457","S","2405 Bunker Hill Drive","Temple","Northwest Hills 1st Ext","3","2/0","One","","1979","0.190","1,503","$1.13","$1,695","54","54",""
"1","517986","S","1306 S 2nd","Temple","","2","1/0","One","","1940","0.189","1,340","$0.75","$1,000","9","9",""
"1","517924","S","2717 W. Ave Z","Temple","","3","2/0","One","","1967","0.250","1,591","$0.97","$1,550","127","127",""
"1","517613","S","1314 S 33rd Street","Temple","Temple Heights","3","1/0","One","","1940","0.161","1,080","$1.00","$1,075","8","8",""
"1","517266","S","1519 S 43rd Street","Temple","Sunset","3","2/0","One","","1952","0.203","1,064","$1.50","$1,600","19","19",""
"1","516797","S","917 Filly Lane","Temple","Western Hills 8th Ext","3","2/0","One","","1986","0.173","1,219","$1.18","$1,440","83","83",""
"1","516237","S","510 Cheyenne Drive Unit#A","Temple","West Gate Add 1st Unit Re","2","2/0","One","Attached Carport, Entry-Rear Carport","1974","0.194","1,208","$0.97","$1,175","12","12",""
"1","516091","S","1818 S 35th Street","Temple","Dubose Add Ext Blk","4","2/0","One","Detached Garage","1953","0.222","1,734","$0.98","$1,695","81","81",""
"1","515093","S","1906 S 51st Street","Temple","Porter Hood Resub","2","1/0","One","Attached Garage, Entry-Front Garage","1955","0.151","888","$1.35","$1,200","22","22",""
"1","514963","S","1772 Lummus Drive","Temple","South Pointe Ph I","3","2/0","One","","2019","0.124","1,679","$0.89","$1,500","117","117",""
"1","514808","S","3031 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","","2021","0.134","1,266","$1.30","$1,650","42","42",""
"1","514588","S","2317 Zanoletti Court Unit#A","Temple","Pecan Creek","3","2/0","One","Attached Garage","2021","0.163","2,520","$0.58","$1,450","50","50",""
"1","514532","S","1408 S 37th Street","Temple","Sunset","2","1/0","One","","1953","0.193","716","$1.47","$1,050","31","31",""
"1","514363","S","3022 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage","2019","0.130","1,577","$1.07","$1,695","41","41",""
"1","512918","S","1506 S 11th Street","Temple","South Park","3","1/1","One","","1947","0.172","1,056","$1.56","$1,650","39","39",""
"1","511819","S","1119 Madison","Temple","Heritage Place Ph I","4","2/1","Two","","2005","0.152","1,988","$0.91","$1,800","36","36",""
"1","511783","S","1408 S 37th Street","Temple","Sunset","2","1/0","One","","1953","0.193","716","$1.54","$1,100","9","9",""
"1","511774","S","1402 S 2nd Street","Temple","Temple Original","3","2/0","One","","1940","0.152","1,428","$1.19","$1,695","83","83",""
"1","511752","S","1103 Madison","Temple","Heritage Place Ph I","3","2/0","One","","2004","0.152","1,329","$1.17","$1,550","60","60",""
"1","511416","S","1020 S 25th Street","Temple","Tal-Coe Place","2","1/0","One","Detached Carport","1921","0.241","1,167","$1.20","$1,395","17","17",""
"1","511303","S","911 Yorktown Drive","Temple","Northwest Hills 1st Ext","2","1/0","One","","1978","0.181","1,914","$0.65","$1,250","87","87",""
"1","511061","S","2329 Alterman Drive Unit#A","Temple","Pecan Crk South Ph II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.165","1,310","$1.13","$1,475","42","42",""
"1","511049","S","1505 S 45th Street","Temple","Florine Terrace","2","1/0","One","","1952","0.193","856","$1.52","$1,300","11","11",""
"1","511004","S","2412 Duntov Drive Unit#B","Temple","Pecan Creek Est","3","2/0","One","Garage Door Opener(s)","2022","0.170","2,702","$0.56","$1,500","71","71",""
"1","510710","S","2405 Alterman Drive Unit#B","Temple","","3","2/0","One","Attached Garage","2021","0.165","1,260","$1.19","$1,499","17","17",""
"1","510224","S","1117 S 43rd Street","Temple","Temple Heights","3","1/0","One","Detached Garage","1927","0.251","1,204","$1.51","$1,824","19","19",""
"1","508995","S","901 S 45th Street","Temple","N S Draughons Resub","2","2/0","One","","1950","0.224","1,106","$0.99","$1,100","13","13",""
"1","508748","S","403 Olaf Drive Unit#A","Temple","Sonder Add","3","2/0","One","","2019","0.193","2,642","$0.57","$1,500","24","24",""
"1","508251","S","2417 Alterman Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","","2021","0.165","1,335","$1.10","$1,475","53","53",""
"1","508004","S","918 S 39th Street Unit#B","Temple","Bellview","3","2/0","One","","2021","0.172","1,774","$0.69","$1,220","21","21",""
"1","507546","S","406 S 7th St","Temple","","3","2/0","One","","2023","0.160","872","$1.38","$1,200","30","30",""
"1","506593","S","2410 Patrick Henry Street Unit#B","Temple","Northwest Hills 1st Ext","2","1/1","Two","","1981","0.182","2,003","$0.75","$1,500","49","49",""
"1","506587","S","3014 Trenton Drive Unit#B","Temple","Northwest Hills 2nd Ext","2","1/1","Two","","1981","0.193","2,003","$0.75","$1,495","10","10",""
"1","506090","S","1813 S 49th Street","Temple","Porter Hood Resub","3","2/0","One","","1956","0.193","1,212","$1.24","$1,499","18","18",""
"1","504360","S","1304 Martin Luther King Lane Unit#B","Temple","","1","1/0","One","","0","0.500","525","$1.51","$795","57","57",""
"1","504236","S","1304 Martin Luther King Lane Unit#A","Temple","","1","1/0","One","","0","0.500","525","$1.28","$670","99","99",""
"1","502139","S","2320 Alterman Drive Unit#B","Temple","PECAN CREEK SOUTH PHASE II","3","2/0","One","","2021","0.167","2,670","$0.54","$1,450","65","65",""
"1","501618","S","2418 Paul Revere Street Unit#A","Temple","Northwest Hills 1st Ext","2","1/1","One","Attached Carport, Entry-Rear Carport","1977","0.207","1,054","$1.04","$1,100","6","6",""
"1","501408","S","3062 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage","2022","0.146","1,818","$1.02","$1,860","65","65",""
"1","500818","S","1410 2nd Street","Temple","","3","2/0","One","","1937","0.270","1,166","$0.69","$800","5","5",""
"1","500457","S","1414 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2023","0.149","1,263","$1.43","$1,800","95","95",""
"1","500114","S","1324 Zetsche","Temple","","3","2/0","One","","2023","0.138","1,501","$1.25","$1,875","38","38",""
"1","499081","S","2316 Alterman Drive Unit#A","Temple","PECAN CREEK SOUTH PHASE II","3","2/0","One","Attached Garage","2021","0.165","2,670","$0.54","$1,450","54","54",""
"1","498819","S","2325 Bellmont","Temple","Heritage Place Village Ph I","3","2/0","One","","2017","0.116","1,224","$1.30","$1,595","56","56",""
"1","498705","S","2325 Zanoletti Drive","Temple","","3","2/0","Two","Attached Garage","2021","0.230","2,890","$0.52","$1,495","15","15",""
"1","498427","S","1311 S 3rd Street","Temple","Robertson","3","1/1","One","","1947","0.095","1,208","$1.08","$1,300","9","9",""
"1","498058","S","2211 Bellmont","Temple","Heritage Place Village Ph I","3","2/0","One","Attached Garage, Door-Single, Entry-Front Garage","2009","0.118","1,240","$1.17","$1,450","108","108",""
"1","498032","S","2313 Alterman Drive Unit#B","Temple","Pecan Creek Est","3","2/0","One","","2022","0.190","1,310","$1.14","$1,495","77","77",""
"1","497246","S","1715 S 57th Street","Temple","Porter Hood Resub Repl","3","2/0","One, Split/Multi Level","Attached Garage","1958","0.344","1,396","$1.04","$1,450","18","18",""
"1","497205","S","3212 Trenton Drive Unit#B","Temple","Northwest Hills 2nd Ext","2","1/1","Two","","1981","0.183","2,003","$0.75","$1,495","143","143",""
"1","497203","S","2043 Dade Loop","Temple","South Pointe Ph II","4","2/0","One","Attached Garage","2021","0.134","1,514","$1.21","$1,825","28","28",""
"1","497107","S","817 Betsy Ross Drive Unit#B","Temple","Northwest Hills 1st Ext","2","1/1","One","","1980","0.176","1,001","$1.50","$1,500","230","230",""
"1","496861","S","1930 Euclid Drive","Temple","South Pointe Ph I","3","2/0","One","Attached Garage, Door-Single","2019","0.134","1,359","$1.17","$1,595","37","37",""
"1","496847","S","1503 S 15th Street","Temple","South Park","2","1/0","One","","1947","0.172","814","$2.03","$1,650","7","7",""
"1","495986","S","1219 S 10th Street","Temple","","3","1/0","One","","1908","0.220","1,080","$0.83","$900","3","3",""
"1","495958","S","1102 W Central Avenue","Temple","","3","1/0","One","","1965","0.160","1,026","$0.85","$875","3","3",""
"1","495634","S","2408 Alterman Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","","2021","0.165","1,351","$1.11","$1,500","43","43",""
"1","495625","S","2408 Alterman Drive Unit#A","Temple","Pecan Crk South Ph II","3","2/0","One","","2021","0.165","1,351","$1.11","$1,500","43","43",""
"1","495609","S","2409 Alterman Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","","2021","0.165","1,351","$1.11","$1,500","57","57",""
"1","495594","S","817 S 11th Street Unit#B","Temple","W A Barclay Add","2","1/0","One","","2000","0.141","790","$1.26","$995","14","14",""
"1","495593","S","1222 Abbey Ridge","Temple","Heritage Place Ph II","4","2/0","One","","2015","0.312","1,418","$1.08","$1,525","2","2",""
"1","495276","S","2404 Duntov Drive Unit#B","Temple","","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.165","2,520","$0.58","$1,450","47","47",""
"1","495250","S","917 Westpoint Drive","Temple","Northwest Hills 2nd Ext","2","2/0","One","","1979","0.198","1,030","$1.12","$1,150","18","74",""
"1","495174","S","2328 Alterman Drive Unit#B","Temple","Pecan Creek Est","3","2/0","One","","2021","0.165","1,330","$1.20","$1,595","35","35",""
"1","495078","S","1517 S 43rd Street","Temple","","2","1/0","One","","1952","0.190","1,241","$0.97","$1,200","4","4",""
"1","494685","S","2317 Zanoletti Court Unit#A","Temple","","3","2/0","One","Attached Garage","2021","0.163","2,520","$0.58","$1,450","49","49","https://youtu.be/_UnujX_fs10"
"1","494478","S","2011 Dade Loop","Temple","South Pointe Ph II","4","2/0","One","","2021","0.134","1,658","$1.24","$2,050","23","23",""
"1","494451","S","2520 Nolan Creek Street","Temple","","4","2/0","One","","2016","0.179","1,932","$0.98","$1,900","115","115",""
"1","493885","S","2320 Duntov Drive Unit#B","Temple","Pecan Crk South Ph II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.000","2,670","$0.56","$1,500","51","51","https://youtu.be/N84uJccNh9g"
"1","492706","S","1410 Lund Drive","Temple","Pecan Creek","4","2/0","One","","2022","0.149","1,612","$1.30","$2,095","193","193",""
"1","492491","S","3311 Whispering Oaks","Temple","Woodbridge Creek Ph II","3","2/0","One","Attached Garage, Entry-Front Garage, Garage Door Opener(s)","1997","0.262","2,643","$0.75","$1,995","8","8",""
"1","492177","S","1309 S 3rd Street Unit#D","Temple","Robertson","0","1/0","Other-See Remarks","","1943","0.141","1,924","$0.39","$750","61","61",""
"1","492008","S","1309 S 3rd Street Unit#B","Temple","Robertson","1","1/0","One","","1943","0.141","1,924","$0.55","$1,050","53","53",""
"1","491943","S","1615 S 15th Street","Temple","","3","1/0","One","","1952","0.170","1,084","$1.15","$1,250","8","8",""
"1","491747","S","2410 Patrick Henry Street","Temple","Northwest Hills 1st Ext","2","1/1","Two","","1981","0.182","2,003","$0.75","$1,495","25","25",""
"1","491530","S","1222 Eaton Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.138","1,501","$1.33","$1,995","209","209",""
"1","491528","S","1403 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.149","1,415","$1.30","$1,845","113","113",""
"1","491527","S","1311 Eaton Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.149","1,263","$1.38","$1,745","113","113",""
"1","491013","S","917 S 19th Street","Temple","Jones & Moores Add","2","1/0","One","","1946","0.192","1,128","$0.86","$975","84","84",""
"1","490877","S","2414 Patrick Henry Street","Temple","Northwest Hills 1st Ext","2","1/0","Two","","1981","0.180","2,003","$0.75","$1,500","8","8",""
"1","490818","S","2604 Saulsbury Drive","Temple","Saulsbury Sub Ph II","3","2/0","One","","2007","0.144","1,258","$1.19","$1,500","7","7",""
"1","490523","S","1309 S 3rd St Street Unit#A","Temple","Robertson","1","1/0","One","","1943","0.141","1,924","$0.60","$1,150","59","59",""
"1","490420","S","2028 Dade Loop","Temple","South Pointe Ph 2","3","2/0","One","","2022","0.134","1,514","$1.19","$1,800","51","51",""
"1","490115","S","919 WESTPOINT DRIVE","Temple","","2","2/0","One","","2012","0.198","900","$0.94","$850","11","11",""
"1","490070","S","3806 Buffalo Trail","Temple","Western Hills 2nd Ext","4","2/0","One","","1966","0.223","2,042","$1.13","$2,300","36","36",""
"1","489615","S","1310 Lund Drive","Temple","Pecan Creek","4","2/0","One","","2022","0.149","1,612","$1.30","$2,095","38","38",""
"1","489614","S","1216 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.138","1,501","$1.40","$2,100","0","0",""
"1","489607","S","1914 S 9th Street","Temple","Anderson Hendler Add","2","1/0","One","","1947","0.151","784","$1.40","$1,100","9","9",""
"1","489147","S","402 Phoenix Drive Unit#1","Temple","West Gate Add Second Unit","3","2/0","One","","1978","0.314","1,230","$0.98","$1,200","7","7",""
"1","488963","S","2317 Alterman Drive Unit#B","Temple","Pecan Creek Est","3","2/0","One","","2021","0.190","1,300","$1.15","$1,499","21","21",""
"1","488692","S","1818 S 39th Street","Temple","Dubose Add Ext Blk","2","1/0","One","","1955","0.222","1,038","$1.40","$1,450","14","14",""
"1","488111","S","1814 S 19th Street","Temple","Anderson Hendler Add 1st","4","2/0","One","None-Garage","1959","0.165","1,517","$1.29","$1,950","43","97",""
"1","487341","S","806 S 3rd Street Unit#C","Temple","W S Chapman Add","1","1/0","One","","1928","0.340","700","$1.18","$825","7","7",""
"1","487269","S","2212 Bellmont","Temple","Heritage Place Village Ph I","3","2/0","One","Attached Garage, Door-Single","2009","0.153","1,182","$1.35","$1,595","15","15",""
"1","487242","S","805 S 9th Street","Temple","W A Barclay Add","2","2/0","One","","1928","0.069","1,088","$0.91","$995","7","7",""
"1","487097","S","3409 Pin Oak","Temple","","3","2/0","One","","1960","100,100.000","1,484","$0.98","$1,450","21","21",""
"1","486297","S","1309 S 3rd Street","Temple","Robertson","2","1/0","One","","1943","0.141","962","$1.20","$1,150","46","46",""
"1","485158","S","2318 Zanoletti Drive Unit#B","Temple","Pecan Creek South Phase II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.025","2,520","$0.63","$1,600","61","61",""
"1","484771","S","2408 Duntov Drive Unit#A","Temple","Pecan Creek Est","3","2/0","One","Garage Door Opener(s)","2022","0.170","2,702","$0.55","$1,495","10","10",""
"1","484339","S","2702 W Avenue R","Temple","Porter Hood Resub Repl","3","1/0","One","Attached Garage","1956","0.172","950","$1.29","$1,225","12","12",""
"1","483929","S","3110 Trenton Drive Unit#A","Temple","Northwest Hills 2nd Ext","2","1/0","One","Attached Garage, Door-Single, Entry-Front Garage","1981","0.191","1,911","$0.46","$885","15","15",""
"1","482985","S","1401 S 43rd Street","Temple","Sunset","3","1/0","One","","1952","0.193","1,978","$0.62","$1,225","29","29",""
"1","482629","S","913 S 13th Street","Temple","Jones & Moores Add","3","2/0","One","","1952","0.130","1,099","$1.27","$1,400","50","50",""
"1","482369","S","410 Cheyenne Drive","Temple","West Gate Add 1st Unit Re","2","1/1","One","Attached Carport, Entry-Rear Carport","1973","0.215","2,052","$0.54","$1,100","21","21",""
"1","482063","S","1410 S 2 nd  Street","Temple","","3","2/0","One","","1937","0.270","1,166","$0.64","$750","9","9",""
"1","481681","S","917 Filly Lane","Temple","Western Hills 8th Ext","3","2/0","One","","1986","0.173","1,219","$1.31","$1,595","48","48",""
"1","481401","S","1413 S Martin Luther King Jr Drive Unit#A","Temple","Zander Add","1","1/0","One","","2018","0.111","656","$1.30","$850","8","8",""
"1","481051","S","1219 Lund Drive","Temple","Pecan Creek","4","2/0","One","","2022","0.149","1,612","$1.42","$2,295","83","83",""
"1","481050","S","1315 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.138","1,501","$1.40","$2,100","84","84",""
"1","481048","S","1302 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.149","1,415","$1.34","$1,895","89","89",""
"1","480413","S","2310 Zanoletti Court Unit#B","Temple","Pecan Creek","3","2/0","One","Attached Garage","2021","0.190","1,310","$1.18","$1,550","46","46",""
"1","480324","S","1311 Lund Drive","Temple","Pecan Creek","3","2/0","One","","2022","0.149","1,263","$1.42","$1,799","95","95",""
"1","480318","S","1413 S Martin Luther King Jr Drive Unit#B","Temple","Zander Add","1","1/0","One","","2018","0.111","656","$1.30","$850","7","7",""
"1","480150","S","1902 Lummus Drive","Temple","South Pointe Ph I","3","2/0","One","","2020","0.134","1,266","$1.40","$1,775","34","34",""
"1","479835","S","1902 S 9th Street","Temple","Anderson Hendler Add","2","1/0","One","None-Garage, None-Carport","1947","0.151","1,117","$1.16","$1,300","30","30",""
"1","478878","S","2020 Dade Loop","Temple","South Pointe Ph II","3","2/0","One","Attached Garage, Entry-Front Garage","2021","0.134","1,517","$1.15","$1,750","36","36",""
"1","476924","S","2504 Saulsbury Drive","Temple","Saulsbury Sub Ph II","3","3/0","One","","2007","0.186","1,256","$1.35","$1,700","7","7",""
