"video_id","title","channel","channel_id","url","duration_seconds","view_count"
"D4_9pIaYPy4","AFFORDABLE LUXURY Like-New Home in a Prime Location | Luxury Living in Nolanville TX","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=D4_9pIaYPy4",308.0,252
"DJbqDd82thQ","Moving to Killeen-Jan. & Feb. Market Update! Ft. Cavazos","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=DJbqDd82thQ",870.0,136
"DN_MRI6zOUY","Moving to Killeen Texas - 6 Steps To make It Easy!!","CENTRAL TEXAS LIVING","UCApMznnU70goY-0ucOaQNXA","https://www.youtube.com/watch?v=DN_MRI6zOUY",288.0,639
"DUXjOt5wkxA","Would You Live in This Stunning Belton Lake Mansion With THESE Views? | Living in Belton TX","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=DUXjOt5wkxA",264.0,344
"DZ8_HsN758Y","6603 Taree Loop, Killeen, TX Presented by Asad Shaikh.","Asad Shaikh - Texas Realtor","UCmdryrgNmYM2DtJwQNq9P_w","https://www.youtube.com/watch?v=DZ8_HsN758Y",181.0,13
"DbMsI9gPZMc","John Houston vs Arnold Design Homes in Legacy Ranch | Which Builder Is Best in Temple TX?","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=DbMsI9gPZMc",63.0,76
"Dfrl2apK7Lg","Houses For Rent In Harker Heights, TX","John Reider Properties","UCGhBS7DKFyz9F54RfrBucQw","https://www.youtube.com/watch?v=Dfrl2apK7Lg",48.0,51
"DlTsnVewIPc","Homes for sale Nolanville TX","coldwellbanker18","UCj7dglQO_KW0nSuFCbhm8Ow","https://www.youtube.com/watch?v=DlTsnVewIPc",38.0,16
"Dlz6E6XbfK0","Weekly Closing December 29, 2025 - January 4, 2026","Shelly Salas - Your Home Sold Guaranteed","UCKVWHDP86oKOt6yZOH4lMEA","https://www.youtube.com/watch?v=Dlz6E6XbfK0",77.0,8
"DnL9qONRWFw","MUST SEE... INSIDE ONE OF THE MOST EXTRAVAGANT LUXURY HOMES I'VE EVER SEEN | $2.8M","Marcus Rankin","UCPZZfn9AzEVX4fcc3G6mvdA","https://www.youtube.com/watch?v=DnL9qONRWFw",1628.0,202184
"DsruW8enyLI","Texas 2026, 10 Suburbs Where the Texas Dream Shattered (Real Data)","The Calm Financial Voice","UC94RK_I04MthmOb-yRlb2Tg","https://www.youtube.com/watch?v=DsruW8enyLI",1740.0,111
"Du8NN_H1ub0","Pros and Cons of Harker Heights Texas","Living in Austin Texas","UCQTrVPW7Zgd7jWX2lqPT7sg","https://www.youtube.com/watch?v=Du8NN_H1ub0",1154.0,7681
"E0Jiu-1cx40","*MUST SEE* | BUILD THIS HOME FROM ONLY $415k | MODEL HOME TOUR","House Hunt 365","UC6tpuRHqJ_YUmeOcBlayEhw","https://www.youtube.com/watch?v=E0Jiu-1cx40",775.0,2799218
"E3YWf132N-k","2644 Cowgirl Trl, Belton, TX","Sold in a Snap Photography","UCGqcck72oJ7rBL_IyQuMQ9w","https://www.youtube.com/watch?v=E3YWf132N-k",158.0,15
"E5MzuK5zmuA","305 Rain Dance Trail, Copperas Cove, TX 76522","ERA Real Estate Videos #31","UCww-bRjenK6_k5t-QR9MjEA","https://www.youtube.com/watch?v=E5MzuK5zmuA",55.0,0
"E9NLg8Lr7Vk","4Bed 2Bath, 2386SQFT Home. Only 297,9k","vanessa thomas","UCXCOSeRma4LqC2hdNABgNWg","https://www.youtube.com/watch?v=E9NLg8Lr7Vk",168.0,43
"E9x6bZ7rHgg","New Homes In The Terrace Community | Belton TX Homes For Sale | D.R. Horton","Brandon Mendoza","UC1oriuoiCEWyoV8MxiZjmOw","https://www.youtube.com/watch?v=E9x6bZ7rHgg",91.0,325
"EEq1qbWJx_c","What $410,000 Gets You In Temple TX! Canyon Creek Neighborhood! Home Tour","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=EEq1qbWJx_c",74.0,24
"EI7tqpn2op0","EXCLUSIVE TOUR: The MOST Affordable NEW HOMES in Copperas Cove TX [Heritage Place Subdivision]","Military Living in Central Texas","UCijF1zTR7RluBFGicVZU4SA","https://www.youtube.com/watch?v=EI7tqpn2op0",539.0,130
"EKZwzBd8FqY","1907 Mattie Drive, Copperas Cove, TX 76522 - Your Home Sold Guaranteed Realty 254.449.8881","Shelly Salas - Your Home Sold Guaranteed","UCKVWHDP86oKOt6yZOH4lMEA","https://www.youtube.com/watch?v=EKZwzBd8FqY",128.0,2
"EMFj2UHSX8k","Where to Live Near FORT HOOD TX? Best Cities for MILITARY Families in 2025!","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=EMFj2UHSX8k",657.0,1516
"ENTMAdl66ts","Experience the Frio Model Home | Bella Charca’s Gem in Nolanville, TX","Killeen to Austin Living – with Darren Saint-Surin","UCoSJo2-rE7ddishWTzj9sAA","https://www.youtube.com/watch?v=ENTMAdl66ts",481.0,686
"ENkfo90HMi8","Temple Real Estate vs. Austin Prices: A Texas Tale of Two Cities","Jd Walters Real Estate ","UC5GP-jzO4ttV6u5q58EhSlw","https://www.youtube.com/watch?v=ENkfo90HMi8",256.0,11
"EOBIOCTOKBk","Houses For Sale Killeen, TX","Cloud Real Estate","UCSKCjpoNVdfYTFxHy-jS_VA","https://www.youtube.com/watch?v=EOBIOCTOKBk",51.0,71
"EOjZ644Bch4","Argentine family continues to seek justice in death of Lucila Nieva in Killeen, Texas","KWTX News10","UCYedMp8lKCCw9y0Qe3J9huQ","https://www.youtube.com/watch?v=EOjZ644Bch4",167.0,354
"EVmTbyyxFZc","The Ridge, Harker Heights, TX - By Brian E Adams, Realtor with StarPointe Realty","Hood Homes Blog: Brian E Adams","UC3Wl4C9al_GLLFSe5nBSg6A","https://www.youtube.com/watch?v=EVmTbyyxFZc",66.0,3307
"EXTyQLtvHXE","2025 Honda CR-V Hybrid Killeen TX Austin, TX #L5006","Cleo Bay Honda","UCBaFE6JX-4CW6A4XA2mdOvw","https://www.youtube.com/watch?v=EXTyQLtvHXE",53.0,5
"EYJaf1M_svs","Copperas Cove man, 68, dies in Coryell County two-car crash","KCENNews","UCjq9ElqnV7Df6NLb4oDHKqQ","https://www.youtube.com/watch?v=EYJaf1M_svs",48.0,151
"EZPFQoNJdl8","Empty House Tour | Military Housing | Fort Hood Pershing Park","Allison Giamanco","UCU7zLSpAgh8xeeMR150bO0g","https://www.youtube.com/watch?v=EZPFQoNJdl8",432.0,15958
"E_50Nz2I1D4","You WON’T BELIEVE Where KILLEEN Texas HOME BUYERS Are Moving FROM!!","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=E_50Nz2I1D4",470.0,112
"EaHv2xzje7A","Our Town: Copperas Cove is a Tight Community","KWKT FOX44","UCzsavUS_jn2fXbc9yHkFCfA","https://www.youtube.com/watch?v=EaHv2xzje7A",57.0,13
"EcnELfCixaQ","Fort Hood Texas Area Guide | Things to Do in Central Texas","Military Living in Central Texas","UCijF1zTR7RluBFGicVZU4SA","https://www.youtube.com/watch?v=EcnELfCixaQ",411.0,2945
"Em2b_LIdKSQ","Temple TX Historic District | Best Neighborhood For Charm & Character","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=Em2b_LIdKSQ",285.0,156
"EoL9dXYL0ts","Homes for Sale - 1209 Jester Court, Copperas Cove, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=EoL9dXYL0ts",47.0,5
"EtAezRnPjYg","The Harker Heights Chamber of Commerce 2025 Kern-Cox Award: John Reider","Harker Heights Chamber","UCNB5t2i3Gs25SdzfF9C6DCg","https://www.youtube.com/watch?v=EtAezRnPjYg",373.0,67
"EwFGhr-c7Mk","Your GUIDE to Harker Heights Texas Real Estate [FULL MAP TOUR]","Military Living in Central Texas","UCijF1zTR7RluBFGicVZU4SA","https://www.youtube.com/watch?v=EwFGhr-c7Mk",443.0,386
"EycjCNjMXxs","New Construction Home Tour in Lorena, Texas (Rosenthal Estates)","LIVING IN WACO TEXAS","UC_7rTuHFvPPGkCnWztOlIMA","https://www.youtube.com/watch?v=EycjCNjMXxs",768.0,56
"F9KwTkq8n68","Latest Housing Market Update Bell County, TX I Temple I Belton I Harker Heights I Killeen I July '23","PRC Properties Group","UCQIRCIpmSGFVbRXK6OYg6zA","https://www.youtube.com/watch?v=F9KwTkq8n68",406.0,109
"FBpKfBlDLNc","5933 Galveston Rd | Belton, TX Homes for Sale | Elizabeth Thomas Realtor","Elizabeth Thomas - Fort Hood Homes Group","UCfDOrNekvd28MKc_S897MsQ","https://www.youtube.com/watch?v=FBpKfBlDLNc",130.0,130
"FByvFwIOi1s","How Much You REALLY Need to Invest in Temple, TX 🏡 | 2025 Housing Market Breakdown","Invest Central Texas","UCKuVz8ytHECKEAyRacDpm1g","https://www.youtube.com/watch?v=FByvFwIOi1s",562.0,42
"FC4aw1L4I9w","Tour This SPECTACULAR New Construction HOME in Harker Heights Texas! [NO HOA!]","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=FC4aw1L4I9w",591.0,538
"FDZS60QD1dU","Cassandra Laine Purple Open Toe Thigh High Boots & Leather Pants Boot Season","BootsNLeather","UChSgBIqgBUEWjyBGSu7rYjQ","https://www.youtube.com/watch?v=FDZS60QD1dU",12.0,197645
"FDfZTKt9w8A","2518 Arno, Harker Heights, TX Home Tour #realestate #realestateagent #realtor #harkerheights","Shay Harris, Broker, MBA - Fort Hood, TX","UClKGrQTetWA6uF2ti9xSzhA","https://www.youtube.com/watch?v=FDfZTKt9w8A",183.0,46
"FDsmKxDl_YU","Inside the Cheapest New Homes in Temple TX (Under $300k Tour)","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=FDsmKxDl_YU",205.0,210
"FJu8VowuYcA","TEMPLE TEXAS Best Kept Secret for AFFORDABLE New Construction Duplexes! | Living in Central TX","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=FJu8VowuYcA",416.0,321
"FLOIXq1-Ty8","🏡 HUGE PROFIT Potential! Luxury Home in Temple, TX Historic District | Bank-Owned Opportunity","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=FLOIXq1-Ty8",115.0,35
"FMTzTpPuI30","Let’s Go Duplex Shopping In Killeen, TX","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=FMTzTpPuI30",824.0,678
"FNpE6N8GCo0","10 Cheapest City to Buy a House in California (2025)","Discover The Abroad","UC2JyTHH-wq6Lw04Ted3SDOg","https://www.youtube.com/watch?v=FNpE6N8GCo0",1474.0,213665
"FS-zTvgZ4g4","Homes for sale Nolanville TX","coldwellbanker5","UCgV6n-W2GK0k5Vvf5uHHRAQ","https://www.youtube.com/watch?v=FS-zTvgZ4g4",35.0,17
"FSbE9EAHiGU","ALI SIDDIQ: RUGGED [Full Stand Up Comedy Special]","Ali Siddiq","UCp1m5biWDhP6ogRCpD-qKpw","https://www.youtube.com/watch?v=FSbE9EAHiGU",3610.0,10579611
"FSy9DXD2Yhc","Joe Bury Fielding (Rouse HS 2026) vs Harker Heights","Andrew Bury","UCBK-W3cASFy3GMSsEaLXohQ","https://www.youtube.com/watch?v=FSy9DXD2Yhc",20.0,5
"FUSuL42uDms","KB Homes - Belton, TX","Shay Harris, Broker, MBA - Fort Hood, TX","UClKGrQTetWA6uF2ti9xSzhA","https://www.youtube.com/watch?v=FUSuL42uDms",400.0,12
"FVJr9i-ljQE","10 Best Places to Live in Texas 2026 | Texas Best Places For Living","US Historians","UCjDBtRqmSv1JJTTac3NtoPg","https://www.youtube.com/watch?v=FVJr9i-ljQE",915.0,13729
"FWhGduV5gys","Pre-Approval Fears? What Central Texas Home Buyers Need to Know 2026 | Twins Realty Ep 1","Twins Realty Team","UCiDEHqXl4HEWQZ4mZ1nsbtQ","https://www.youtube.com/watch?v=FWhGduV5gys",891.0,84
"FXnSL8YU7kw","Rental Homes In Harker Heights, TX","Linnemann Realty","UChC-ZIQbKzAX5FAdCg7FAfg","https://www.youtube.com/watch?v=FXnSL8YU7kw",73.0,130
"FZHqMemP_00","Relocating to Salado, TX in [2024] TOUR Eagle Ranch & Luxury New Builds!","Trent Babb | Central Texas Land & Commercial","UCWykQcBeQE_1yY2lk9m23YQ","https://www.youtube.com/watch?v=FZHqMemP_00",555.0,113
"FhdFCcXe5EI","3 Reasons Why Bell County Land Prices Might Surprise You! (2025)","Trent Babb | Central Texas Land & Commercial","UCWykQcBeQE_1yY2lk9m23YQ","https://www.youtube.com/watch?v=FhdFCcXe5EI",390.0,27
"FnbJdjso1Ng","PROS and CONS of Living in KILLEEN TEXAS! [Watch Before Moving!🚨]","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=FnbJdjso1Ng",674.0,2374
"FnpzdVHWlf4","Homes for Sale - 714 Freedom Circle, Nolanville, TX","Robert Herrings Jr","UCGEXUfJdSCBPtgWeF8Dl4lw","https://www.youtube.com/watch?v=FnpzdVHWlf4",47.0,0
"Fo20_127Js4","Killeen vs Temple, TX : Where should you move??","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=Fo20_127Js4",651.0,5772
"FozjMH0fFZc","Cheap House for Rent in Killeen, TX","Texas Properties","UC5D31kYUTHSVWOgqB3hF39A","https://www.youtube.com/watch?v=FozjMH0fFZc",111.0,658
"FtjB74jSAyE","Latest Housing Market Update for Temple, TX I August 2023","PRC Properties Group","UCQIRCIpmSGFVbRXK6OYg6zA","https://www.youtube.com/watch?v=FtjB74jSAyE",151.0,77
"FtpQJ5kxN6A","1203 Hummingbird Rd Killeen TX Home Tour 🏡 | Spot the Dragon & Win $20 Starbucks!","Wanell Eshun","UCNgIpqTiWQRE2uNdOhUM1JA","https://www.youtube.com/watch?v=FtpQJ5kxN6A",95.0,33
"FvF4PO5iQEg","The Best Home with AMAZING views in Copperas Cove TX? | Home Tour Near Fort Cavazos","Military Living in Central Texas","UCijF1zTR7RluBFGicVZU4SA","https://www.youtube.com/watch?v=FvF4PO5iQEg",331.0,278
"Fw1pY2ybQgA","Why Getting Pre-Approved for a Home Doesn’t Mean You Must Buy |Killeen & Harker Heights Realtor Tips","Marilyn Metzger Texas, licensed REALTOR®","UCLAw8EG3OjoCAA2NmW43Tig","https://www.youtube.com/watch?v=Fw1pY2ybQgA",383.0,21
"FwauAe9e-B4","406 Oak Street, Copperas Cove TX ","Amanda RockStar Realtor","UCZ9Nsthr_JYgY4-Kz9PDLsQ","https://www.youtube.com/watch?v=FwauAe9e-B4",338.0,39
"FxCRouGIcw4","8 Doc Holiday Dr, Belton, TX","Sold in a Snap Photography","UCGqcck72oJ7rBL_IyQuMQ9w","https://www.youtube.com/watch?v=FxCRouGIcw4",190.0,9
"FxFNprPOdss","Jelly Roll - Save Me (New Unreleased Video)","Jelly Roll","UCtyzzW6rIQiGP7gfGTXkhDw","https://www.youtube.com/watch?v=FxFNprPOdss",237.0,370897102
"G4L_wqPNRgw","Rental Houses Fort Hood","James Sexton","UChxfPIqKTkOA9Tv1nLz9tsg","https://www.youtube.com/watch?v=G4L_wqPNRgw",71.0,11
"G5yZrZHTGkA","MILITARY HOUSING - OFF POST LIVING | Fort Bragg","Bailey Hollenbeck","UCMUIeL5y4Uwyp8aPIfPoqxw","https://www.youtube.com/watch?v=G5yZrZHTGkA",607.0,1638
"GBYsFXVSCi8","Liberty Hill 2026 Market Update","The Austin Move","UC1cvPwQmKq-MjqEpyFmhBkA","https://www.youtube.com/watch?v=GBYsFXVSCi8",37.0,15
"GIR0vmP6SIY","Central Texas Real Estate Agent: Harker Heights Market Update","Jean Shine","UC9TwcXeeKzMuti5zHTxaQQg","https://www.youtube.com/watch?v=GIR0vmP6SIY",244.0,100
"GOOWJS5hqZM","507 Ali Drive Killeen TX","Billy Waddell","UC3sjl1wTuRr5n3ZME4OOJjw","https://www.youtube.com/watch?v=GOOWJS5hqZM",117.0,10
"GPzefOFBob8","Duplexes Tour in Harker Heights TX - Arrowhead Developers #realestate #realestateagent #realtor","Shay Harris, Broker, MBA - Fort Hood, TX","UClKGrQTetWA6uF2ti9xSzhA","https://www.youtube.com/watch?v=GPzefOFBob8",107.0,54
"GVf8qNHuQRA","Kody Gray KG8 AAU Basketball Austin TX 6/2022 10th grade. Great offense &Great defense on big guy!","Shon","UC4mt8Ue5KvN2bI5TDFmpTQg","https://www.youtube.com/watch?v=GVf8qNHuQRA",82.0,32
"GaPclB-ah-E","$51 million luxury housing development could come to Killeen","KCENNews","UCjq9ElqnV7Df6NLb4oDHKqQ","https://www.youtube.com/watch?v=GaPclB-ah-E",132.0,235
"GabXubmzrCQ","The Worst Army Duty Stations Right Now | Real Complaints","Christopher Chaos","UCwGquWcnP0u1cftJkCi6s_Q","https://www.youtube.com/watch?v=GabXubmzrCQ",897.0,28733
"GbDrVg7gBRw","Fort Hood Housing Tour // Empty Military Housing Tour // PCS VLOG","The Ngosy Fam","UCmXL017RPFNb8-QHNpxsT6w","https://www.youtube.com/watch?v=GbDrVg7gBRw",529.0,3201
"GbHQFsX7D9k","Temple TX DREAM Home! 🏡 4 Bed | Pool | 2.7 Acres | 2 Large Storage Buildings | ","Sold By Christie M","UCx8t3BYAtruElLHy_34C5WA","https://www.youtube.com/watch?v=GbHQFsX7D9k",80.0,104
"GcYXDbgAHjM","2608 White Moon, Harker Heights, TX 76548 (off market)","Maxam Team, RE/MAX RedZone, REALTORS®","UCQuPXPCrsyV_19ATik5vNBg","https://www.youtube.com/watch?v=GcYXDbgAHjM",247.0,94
"GhFEMCzWx0g","Realtor Services In Nolanville, TX","Linnemann Realty","UChC-ZIQbKzAX5FAdCg7FAfg","https://www.youtube.com/watch?v=GhFEMCzWx0g",63.0,17
"GsXXBoeVOnY","Texas Housing Crash 2026: 10 Texas Cities Where Home Prices Are About to Collapse","Discover The Nation","UCa3S61_idMaT53J4WNDXL4g","https://www.youtube.com/watch?v=GsXXBoeVOnY",1617.0,70827
"H0OpYIiF1P4","Temple TX BEST New Construction Homes  | Affordable Living Near Austin & Waco! [Mesa Ridge]","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=H0OpYIiF1P4",595.0,689
"H58nVTCMd9I","Nolanville Texas Home Builder","JordanBOnline","UCyGghJWG6klmd0W5h0DMLkw","https://www.youtube.com/watch?v=H58nVTCMd9I",24.0,115
"H64on8C1jxU","Is Killeen Texas A Good Place To Live? Top 3 Neighborhoods","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=H64on8C1jxU",371.0,5210
"H8CmgXBLygg","The CHEAPEST Texas Barndominiums For Sale Right Now (Under $300K)","FinEco Insider","UCBINNxde9rRYra5fpS2k1QQ","https://www.youtube.com/watch?v=H8CmgXBLygg",570.0,1476
"H9arf8Ij1xA","4K Walking Tour: Copperas Cove #texas Downtown *Chapters*","The Tranquil Walker","UCoHjbJ5RCGYz4Zr1nTeoq8g","https://www.youtube.com/watch?v=H9arf8Ij1xA",1103.0,2697
"HCoRs5lGOF8","I Don’t Replace Fence Posts (My Better Method)","Harmon Construction","UCkZ5OTfPFCVm9w2lAI9uv7w","https://www.youtube.com/watch?v=HCoRs5lGOF8",318.0,335339
"HEkDFljstqs","Inside Fryers Bend — Temple TX's Newest Luxury Neighborhood","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=HEkDFljstqs",474.0,77
"HIXEW2mrGP8","Nolanville, Naturally...Texas","The City of Nolanville","UC4_0xuVyV5FZYUcUIsH7BMA","https://www.youtube.com/watch?v=HIXEW2mrGP8",132.0,267
"HO2Mrifbiqs","Married and Joining the Army? WATCH THIS FIRST!","Christopher Chaos","UCwGquWcnP0u1cftJkCi6s_Q","https://www.youtube.com/watch?v=HO2Mrifbiqs",322.0,7213
"HQ_0Q9GpeVo","Before You Enter Model Home In Killeen TEXAS WATCH THIS!!!","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=HQ_0Q9GpeVo",61.0,216
"HXLC963dAUA","STUNNING Interior Remodeling - Killeen, Harker Heights & Central Texas - Gill Construction Solutions","Gill Construction Solutions LLC","UCQJqwK-CKxkagxUS_aduKKw","https://www.youtube.com/watch?v=HXLC963dAUA",38.0,51
"Hd9kSVAbTMQ","Texas Cuisine in a Cotton Gin, The Gin - Belton","The Daytripper","UCEaOIzCASJLcj3UDwGlt7nQ","https://www.youtube.com/watch?v=Hd9kSVAbTMQ",173.0,3909
"HiJza9EyBqA","TBD 2 Nathan Drive Copperas Cove, TX 76522 | Joanna Pearce | Top Real Estate Agent","Joanna Pearce","UCMKRSmq9b8V07K9y4Zyfx_Q","https://www.youtube.com/watch?v=HiJza9EyBqA",41.0,5
"HkHhXsWci7Q","Galveston, Texas | 24/7 Live Beach Camera","ABC13 Houston","UCDmNmxF3ZVMeGyvWE9tOqPQ","https://www.youtube.com/watch?v=HkHhXsWci7Q",,
"Hkyyc_tqFsw","Homes for Sale - 4205 Primrose Drive A-D, Copperas Cove, TX","Robert Herrings Jr","UCGEXUfJdSCBPtgWeF8Dl4lw","https://www.youtube.com/watch?v=Hkyyc_tqFsw",47.0,2
"HphqP5qb-_o","Homes for Sale - 2607 Curtis Drive, Copperas Cove, TX","Century 21 Premier Realtors","UCZvWg96vLbA3eGHCwnf3RRQ","https://www.youtube.com/watch?v=HphqP5qb-_o",70.0,0
"Hq5ua8_HVgo","Ft. Hood works to fix housing","KCENNews","UCjq9ElqnV7Df6NLb4oDHKqQ","https://www.youtube.com/watch?v=Hq5ua8_HVgo",170.0,336
"Htr4-CX4Vsg","Killeen, TX - City Tour - Fort Hood - Drive Thru","Brit Trips","UCvT8WqTIwUpLFtU6jZCAsDg","https://www.youtube.com/watch?v=Htr4-CX4Vsg",491.0,12730
"Hu9VNR3SzXg","Welcome to 131 Gehler in Nolanville, TX","Shay Harris, Broker, MBA - Fort Hood, TX","UClKGrQTetWA6uF2ti9xSzhA","https://www.youtube.com/watch?v=Hu9VNR3SzXg",321.0,17
"Hvw9nTlE1LA","Housing market price increase in Bell County","25 News KXXV","UCOE42duvEjXG48b6BtOFBGA","https://www.youtube.com/watch?v=Hvw9nTlE1LA",95.0,150
"HznLri46r2k","Weekly Closing June 29, 2026 - July 5, 2026","Shelly Salas - Your Home Sold Guaranteed","UCKVWHDP86oKOt6yZOH4lMEA","https://www.youtube.com/watch?v=HznLri46r2k",69.0,0
"I3brqJELlFs","610 Rogers Street, Copperas Cove TX. Home for sale.","Amanda RockStar Realtor","UCZ9Nsthr_JYgY4-Kz9PDLsQ","https://www.youtube.com/watch?v=I3brqJELlFs",196.0,7
"I9GaOcpvU6c","Homes for sale Harker Heights TX","coldwellbanker15","UCqDUl8tG3FhJk2_qMFl0c-g","https://www.youtube.com/watch?v=I9GaOcpvU6c",41.0,41
"I9OGi6Ijy-g","Everyone Is Moving To Copperas Cove TX... Here's Why","Stephen Harris - Selling Central Texas ","UCJs_jBKFIBm0o4HZg1mLMKQ","https://www.youtube.com/watch?v=I9OGi6Ijy-g",631.0,2453
"IBfp6MCL4ck","Colt Ford - Hood (feat. Kevin Gates & Jermaine Dupri) [Official Music Video]","Colt Ford","UCu0xqt7g2nkdwg8l96VVqiA","https://www.youtube.com/watch?v=IBfp6MCL4ck",194.0,10371354
"IC_w5MP4DHo","🏡 What $265K Buys You in Temple, TX! | Canyon Creek Neighborhood Tour","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=IC_w5MP4DHo",58.0,25
"IMNZG14NXT8","Properties For Sale In Harker Heights, TX","John Reider Properties","UCGhBS7DKFyz9F54RfrBucQw","https://www.youtube.com/watch?v=IMNZG14NXT8",77.0,64
"IPiZW0oyOOQ","Belton Texas EXPLAINED! | Your Guide to Belton Texas Real Estate [FULL MAP TOUR]","Living in Central Texas","UCqo6EaV9o6bFg4szBL8RYEw","https://www.youtube.com/watch?v=IPiZW0oyOOQ",1597.0,2988
"IPsjOrK4cDs","Killeen, TX Homes For Sale","Cloud Real Estate","UCSKCjpoNVdfYTFxHy-jS_VA","https://www.youtube.com/watch?v=IPsjOrK4cDs",51.0,37
"IRmMTrc0CJI","Austin Market Update May 2026 | Buyers Have Leverage Again","Moving to Texas with Tanya","UCiqMGTId5n_XKx66Cy_khEw","https://www.youtube.com/watch?v=IRmMTrc0CJI",990.0,35
"IUERNDmExlw","Drive around with me #Nolanville Texas","Rheajane Taylor","UCkhp-b2FIwAZVlV6kRN-1mg","https://www.youtube.com/watch?v=IUERNDmExlw",1321.0,878
"IU_37bEfSgk","New Homes Harker Heights,     PCS to FortHood","harker hts","UCicxeZFshKYnYBuie69W8iA","https://www.youtube.com/watch?v=IU_37bEfSgk",16.0,233
"IV_PaTV_Za0","2026 C8 Corvette ZR1 PPF & Window Tint near Killeen TX","Harker Heights Ceramic Coatings","UCkOqS-RpybYK_m7Y938vtuQ","https://www.youtube.com/watch?v=IV_PaTV_Za0",290.0,812
"I_TIFEtTCQc","What They DON'T Tell You About Living in New Hampshire | Moving to NH","Live the Seacoast ME & NH","UCPz24ckf64_YIFZxjSv5mFw","https://www.youtube.com/watch?v=I_TIFEtTCQc",371.0,157239
"IeQ-BEy28o4","$489K John Houston Model Home Tour • Legacy Ranch Temple TX","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=IeQ-BEy28o4",151.0,60
"IfMxa_3S8jM","2025 Toyota Camry gets Autobahn Incognito PPF in Nolanville TX!","Harker Heights Ceramic Coatings","UCkOqS-RpybYK_m7Y938vtuQ","https://www.youtube.com/watch?v=IfMxa_3S8jM",68.0,644
"IheUFGwgSa4","Jacksonville funeral home fails to turn off live stream of service; Family says they have no closure","First Coast News","UCJCdiZtw9zStiR3xgnp7qlg","https://www.youtube.com/watch?v=IheUFGwgSa4",176.0,4461312
"IiXFV-GJcYc","Moving to Killeen/December Market Update","Moving to Killeen Texas - Brina Gordon","UC1SKo4gUtYWElAGwZSguqpA","https://www.youtube.com/watch?v=IiXFV-GJcYc",265.0,162
"IjnBUF3jIys","Military Life In Killeen Texas – The Good, The Bad, And The Real | Central Texas Living","LIVING IN CENTRAL TEXAS","UCvyNP3_ZgVLciAIev5t2Gog","https://www.youtube.com/watch?v=IjnBUF3jIys",1122.0,100
"Il7YJhKRgaU","Neighborhood View  Walker Place in Copperas Cove","Mrsrratt","UCJs9GUiSf9Zxo4Z6DT3FW5A","https://www.youtube.com/watch?v=Il7YJhKRgaU",22.0,80
"IlEEeAMl2_I","🏰 Historic Tudor Home in Temple TX – Luxury Under $300K","Living In Temple, TX | Taylor Dasch","UCqrLPGPR9eV7QUfK02dwtpQ","https://www.youtube.com/watch?v=IlEEeAMl2_I",322.0,128
